Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Controller,Lane ID
0.000000,326.184851,,24.988794,25.000000,-0.112055,-0.112055,-1.120550,IDM,Mainline
0.100000,328.683186,,24.977904,25.000000,-0.108904,-0.108904,0.031510,IDM,Mainline
0.200000,331.180447,,24.967321,25.000000,-0.105836,-0.105836,0.030684,IDM,Mainline
0.300000,333.676665,,24.957036,25.000000,-0.102848,-0.102848,0.029877,IDM,Mainline
0.400000,336.171869,,24.947042,25.000000,-0.099939,-0.099939,0.029088,IDM,Mainline
0.500000,338.666087,,24.937331,25.000000,-0.097108,-0.097108,0.028316,IDM,Mainline
0.600000,341.159349,,24.927896,25.000000,-0.094351,-0.094351,0.027562,IDM,Mainline
0.700000,343.651680,,24.918729,25.000000,-0.091669,-0.091669,0.026825,IDM,Mainline
0.800000,346.143108,,24.909823,25.000000,-0.089058,-0.089058,0.026106,IDM,Mainline
0.900000,348.633657,,24.901171,25.000000,-0.086518,-0.086518,0.025403,IDM,Mainline
1.000000,351.123354,,24.892767,25.000000,-0.084046,-0.084046,0.024717,IDM,Mainline
1.100000,353.612223,,24.884603,25.000000,-0.081642,-0.081642,0.024047,IDM,Mainline
1.200000,356.100286,,24.876672,25.000000,-0.079302,-0.079302,0.023394,IDM,Mainline
1.300000,358.587568,,24.868970,25.000000,-0.077027,-0.077027,0.022756,IDM,Mainline
1.400000,361.074091,,24.861488,25.000000,-0.074813,-0.074813,0.022134,IDM,Mainline
1.500000,363.559877,,24.854222,25.000000,-0.072661,-0.072661,0.021527,IDM,Mainline
1.600000,366.044946,,24.847166,25.000000,-0.070567,-0.070567,0.020935,IDM,Mainline
1.700000,368.529320,,24.840312,25.000000,-0.068531,-0.068531,0.020359,IDM,Mainline
1.800000,371.013019,,24.833657,25.000000,-0.066552,-0.066552,0.019796,IDM,Mainline
1.900000,373.496061,,24.827195,25.000000,-0.064627,-0.064627,0.019248,IDM,Mainline
2.000000,375.978467,,24.820919,25.000000,-0.062755,-0.062755,0.018714,IDM,Mainline
2.100000,378.460254,,24.814825,25.000000,-0.060936,-0.060936,0.018193,IDM,Mainline
2.200000,380.941441,,24.808909,25.000000,-0.059168,-0.059168,0.017686,IDM,Mainline
2.300000,383.422045,,24.803164,25.000000,-0.057449,-0.057449,0.017191,IDM,Mainline
2.400000,385.902082,,24.797586,25.000000,-0.055778,-0.055778,0.016710,IDM,Mainline
2.500000,388.381570,,24.792171,25.000000,-0.054153,-0.054153,0.016241,IDM,Mainline
