Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Controller,Lane ID
0.000000,-966.937086,,24.989591,25.000000,-0.104092,-0.104092,-1.040918,IDM,Mainline
0.100000,-964.438632,,24.979496,25.000000,-0.100949,-0.100949,0.031432,IDM,Mainline
0.200000,-961.941172,,24.969706,25.000000,-0.097902,-0.097902,0.030465,IDM,Mainline
0.300000,-959.444676,,24.960211,25.000000,-0.094949,-0.094949,0.029529,IDM,Mainline
0.400000,-956.949115,,24.951002,25.000000,-0.092087,-0.092087,0.028622,IDM,Mainline
0.500000,-954.454462,,24.942071,25.000000,-0.089313,-0.089313,0.027744,IDM,Mainline
0.600000,-951.960688,,24.933409,25.000000,-0.086623,-0.086623,0.026894,IDM,Mainline
0.700000,-949.467767,,24.925007,25.000000,-0.084016,-0.084016,0.026070,IDM,Mainline
0.800000,-946.975674,,24.916858,25.000000,-0.081489,-0.081489,0.025271,IDM,Mainline
0.900000,-944.484383,,24.908954,25.000000,-0.079039,-0.079039,0.024498,IDM,Mainline
1.000000,-941.993871,,24.901288,25.000000,-0.076664,-0.076664,0.023749,IDM,Mainline
1.100000,-939.504114,,24.893851,25.000000,-0.074362,-0.074362,0.023024,IDM,Mainline
1.200000,-937.015090,,24.886638,25.000000,-0.072130,-0.072130,0.022320,IDM,Mainline
1.300000,-934.526776,,24.879642,25.000000,-0.069966,-0.069966,0.021639,IDM,Mainline
1.400000,-932.039151,,24.872855,25.000000,-0.067868,-0.067868,0.020979,IDM,Mainline
1.500000,-929.552194,,24.866272,25.000000,-0.065834,-0.065834,0.020339,IDM,Mainline
1.600000,-927.065887,,24.859885,25.000000,-0.063862,-0.063862,0.019720,IDM,Mainline
1.700000,-924.580208,,24.853690,25.000000,-0.061950,-0.061950,0.019119,IDM,Mainline
1.800000,-922.095139,,24.847681,25.000000,-0.060097,-0.060097,0.018537,IDM,Mainline
1.900000,-919.610663,,24.841851,25.000000,-0.058299,-0.058299,0.017973,IDM,Mainline
2.000000,-917.126760,,24.836195,25.000000,-0.056557,-0.056557,0.017426,IDM,Mainline
2.100000,-914.643415,,24.830708,25.000000,-0.054867,-0.054867,0.016896,IDM,Mainline
2.200000,-912.160611,,24.825385,25.000000,-0.053229,-0.053229,0.016383,IDM,Mainline
2.300000,-909.678330,,24.820221,25.000000,-0.051640,-0.051640,0.015885,IDM,Mainline
2.400000,-907.196559,,24.815211,25.000000,-0.050100,-0.050100,0.015403,IDM,Mainline
2.500000,-904.715281,,24.810351,25.000000,-0.048607,-0.048607,0.014935,IDM,Mainline
2.600000,-902.234481,,24.805635,25.000000,-0.047158,-0.047158,0.014482,IDM,Mainline
2.700000,-899.754147,,24.801059,25.000000,-0.045754,-0.045754,0.014042,IDM,Mainline
