Time,Position,Target_Position,Velocity,Reference_Velocity,Acceleration,Input_Acceleration,Jerk,Fuel_Consumption,Controller,Lane_ID
0.000000,-322.506588,,24.868244,25.000000,-1.317556,-1.317556,-13.175556,0.066600,IDM,Mainline
0.100000,-320.025872,,24.746067,25.000000,-1.221776,-1.221776,0.957796,0.133200,IDM,Mainline
0.200000,-317.556937,,24.632645,25.000000,-1.134215,-1.134215,0.875614,0.199800,IDM,Mainline
0.300000,-315.098942,,24.527245,25.000000,-1.054007,-1.054007,0.802079,0.266400,IDM,Mainline
0.400000,-312.651119,,24.429213,25.000000,-0.980320,-0.980320,0.736863,0.333000,IDM,Mainline
0.500000,-310.212760,,24.337966,25.000000,-0.912470,-0.912470,0.678504,0.399600,IDM,Mainline
0.600000,-307.783213,,24.252978,25.000000,-0.849878,-0.849878,0.625917,0.466200,IDM,Mainline
0.700000,-305.361876,,24.173773,25.000000,-0.792051,-0.792051,0.578272,0.532800,IDM,Mainline
0.800000,-302.948191,,24.099917,25.000000,-0.738559,-0.738559,0.534917,0.599400,IDM,Mainline
0.900000,-300.541645,,24.031014,25.000000,-0.689026,-0.689026,0.495331,0.666000,IDM,Mainline
1.000000,-298.141759,,23.966702,25.000000,-0.643118,-0.643118,0.459082,0.732600,IDM,Mainline
1.100000,-295.748091,,23.906649,25.000000,-0.600537,-0.600537,0.425813,0.799200,IDM,Mainline
1.200000,-293.360231,,23.850547,25.000000,-0.561015,-0.561015,0.395219,0.865800,IDM,Mainline
1.300000,-290.977798,,23.798116,25.000000,-0.524311,-0.524311,0.367039,0.932400,IDM,Mainline
1.400000,-288.600438,,23.749095,25.000000,-0.490206,-0.490206,0.341046,0.999000,IDM,Mainline
1.500000,-286.227821,,23.703245,25.000000,-0.458502,-0.458502,0.317040,1.072341,IDM,Mainline
1.600000,-283.859641,,23.660343,25.000000,-0.429018,-0.429018,0.294846,1.153751,IDM,Mainline
1.700000,-281.495615,,23.620185,25.000000,-0.401587,-0.401587,0.274307,1.242639,IDM,Mainline
1.800000,-279.135477,,23.582579,25.000000,-0.376059,-0.376059,0.255285,1.338462,IDM,Mainline
1.900000,-276.778980,,23.547349,25.000000,-0.352293,-0.352293,0.237653,1.440719,IDM,Mainline
2.000000,-274.425896,,23.514333,25.000000,-0.330163,-0.330163,0.221300,1.548949,IDM,Mainline
2.100000,-272.076011,,23.483378,25.000000,-0.309551,-0.309551,0.206123,1.662723,IDM,Mainline
2.200000,-269.729125,,23.454343,25.000000,-0.290348,-0.290348,0.192030,1.781649,IDM,Mainline
2.300000,-267.385052,,23.427098,25.000000,-0.272455,-0.272455,0.178936,1.905361,IDM,Mainline
2.400000,-265.043622,,23.401520,25.000000,-0.255778,-0.255778,0.166766,2.033522,IDM,Mainline
2.500000,-262.704671,,23.377497,25.000000,-0.240233,-0.240233,0.155449,2.165820,IDM,Mainline
2.600000,-260.368050,,23.354923,25.000000,-0.225741,-0.225741,0.144922,2.301963,IDM,Mainline
2.700000,-258.033619,,23.333700,25.000000,-0.212228,-0.212228,0.135126,2.441685,IDM,Mainline
2.800000,-255.701247,,23.313737,25.000000,-0.199627,-0.199627,0.126008,2.584735,IDM,Mainline
2.900000,-253.370813,,23.294949,25.000000,-0.187876,-0.187876,0.117518,2.730883,IDM,Mainline
3.000000,-251.042202,,23.277258,25.000000,-0.176914,-0.176914,0.109612,2.879912,IDM,Mainline
3.100000,-248.715310,,23.260589,25.000000,-0.166690,-0.166690,0.102247,3.031625,IDM,Mainline
3.200000,-246.390037,,23.244874,25.000000,-0.157151,-0.157151,0.095384,3.185835,IDM,Mainline
3.300000,-244.066291,,23.230049,25.000000,-0.148252,-0.148252,0.088989,3.342369,IDM,Mainline
