Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Controller,Lane ID
0.000000,-851.600114,,24.973315,25.000000,-0.266850,-0.266850,-2.668503,IDM,Mainline
0.100000,-849.104065,,24.947651,25.000000,-0.256639,-0.256639,0.102112,IDM,Mainline
0.200000,-846.610535,,24.922966,25.000000,-0.246851,-0.246851,0.097877,IDM,Mainline
0.300000,-844.119425,,24.899219,25.000000,-0.237467,-0.237467,0.093844,IDM,Mainline
0.400000,-841.630646,,24.876373,25.000000,-0.228467,-0.228467,0.090002,IDM,Mainline
0.500000,-839.144108,,24.854389,25.000000,-0.219833,-0.219833,0.086340,IDM,Mainline
0.600000,-836.659726,,24.833235,25.000000,-0.211548,-0.211548,0.082848,IDM,Mainline
0.700000,-834.177421,,24.812875,25.000000,-0.203596,-0.203596,0.079516,IDM,Mainline
0.800000,-831.697113,,24.793279,25.000000,-0.195963,-0.195963,0.076336,IDM,Mainline
0.900000,-829.218729,,24.774415,25.000000,-0.188633,-0.188633,0.073299,IDM,Mainline
1.000000,-826.742195,,24.756256,25.000000,-0.181593,-0.181593,0.070399,IDM,Mainline
1.100000,-824.267444,,24.738773,25.000000,-0.174830,-0.174830,0.067627,IDM,Mainline
1.200000,-821.794408,,24.721940,25.000000,-0.168332,-0.168332,0.064977,IDM,Mainline
1.300000,-819.323024,,24.705731,25.000000,-0.162088,-0.162088,0.062443,IDM,Mainline
1.400000,-816.853232,,24.690122,25.000000,-0.156086,-0.156086,0.060019,IDM,Mainline
1.500000,-814.384971,,24.675091,25.000000,-0.150316,-0.150316,0.057700,IDM,Mainline
1.600000,-811.918186,,24.660614,25.000000,-0.144768,-0.144768,0.055479,IDM,Mainline
1.700000,-809.452822,,24.646671,25.000000,-0.139433,-0.139433,0.053353,IDM,Mainline
1.800000,-806.988826,,24.633240,25.000000,-0.134301,-0.134301,0.051317,IDM,Mainline
1.900000,-804.526149,,24.620304,25.000000,-0.129365,-0.129365,0.049366,IDM,Mainline
2.000000,-802.064742,,24.607842,25.000000,-0.124615,-0.124615,0.047496,IDM,Mainline
2.100000,-799.604557,,24.595838,25.000000,-0.120045,-0.120045,0.045703,IDM,Mainline
2.200000,-797.145552,,24.584273,25.000000,-0.115646,-0.115646,0.043985,IDM,Mainline
2.300000,-794.687682,,24.573132,25.000000,-0.111413,-0.111413,0.042336,IDM,Mainline
2.400000,-792.230905,,24.562398,25.000000,-0.107337,-0.107337,0.040755,IDM,Mainline
2.500000,-789.775182,,24.552057,25.000000,-0.103414,-0.103414,0.039237,IDM,Mainline
2.600000,-787.320475,,24.542093,25.000000,-0.099636,-0.099636,0.037781,IDM,Mainline
2.700000,-784.866745,,24.532494,25.000000,-0.095997,-0.095997,0.036382,IDM,Mainline
2.800000,-782.413959,,24.523244,25.000000,-0.092493,-0.092493,0.035040,IDM,Mainline
2.900000,-779.962080,,24.514333,25.000000,-0.089118,-0.089118,0.033750,IDM,Mainline
3.000000,-777.511076,,24.505746,25.000000,-0.085867,-0.085867,0.032512,IDM,Mainline
3.100000,-775.060915,,24.497472,25.000000,-0.082735,-0.082735,0.031322,IDM,Mainline
3.200000,-772.611566,,24.489501,25.000000,-0.079717,-0.079717,0.030178,IDM,Mainline
3.300000,-770.163000,,24.481820,25.000000,-0.076809,-0.076809,0.029079,IDM,Mainline
3.400000,-767.715188,,24.474419,25.000000,-0.074007,-0.074007,0.028023,IDM,Mainline
3.500000,-765.268103,,24.467288,25.000000,-0.071306,-0.071306,0.027007,IDM,Mainline
3.600000,-762.821718,,24.460418,25.000000,-0.068703,-0.068703,0.026030,IDM,Mainline
3.700000,-760.376007,,24.453799,25.000000,-0.066194,-0.066194,0.025091,IDM,Mainline
3.800000,-757.930946,,24.447421,25.000000,-0.063775,-0.063775,0.024187,IDM,Mainline
3.900000,-755.486511,,24.441277,25.000000,-0.061444,-0.061444,0.023318,IDM,Mainline
4.000000,-753.042679,,24.435357,25.000000,-0.059195,-0.059195,0.022482,IDM,Mainline
4.100000,-750.599429,,24.429654,25.000000,-0.057028,-0.057028,0.021677,IDM,Mainline
4.200000,-748.156738,,24.424161,25.000000,-0.054937,-0.054937,0.020903,IDM,Mainline
4.300000,-745.714586,,24.418868,25.000000,-0.052922,-0.052922,0.020157,IDM,Mainline
4.400000,-743.272955,,24.413771,25.000000,-0.050978,-0.050978,0.019439,IDM,Mainline
4.500000,-740.831823,,24.408860,25.000000,-0.049103,-0.049103,0.018748,IDM,Mainline
4.600000,-738.391173,,24.404131,25.000000,-0.047295,-0.047295,0.018083,IDM,Mainline
4.700000,-735.950988,,24.399576,25.000000,-0.045550,-0.045550,0.017442,IDM,Mainline
4.800000,-733.511250,,24.395189,25.000000,-0.043868,-0.043868,0.016825,IDM,Mainline
4.900000,-731.071942,,24.390965,25.000000,-0.042245,-0.042245,0.016231,IDM,Mainline
5.000000,-728.633049,,24.386897,25.000000,-0.040679,-0.040679,0.015658,IDM,Mainline
5.100000,-726.194555,,24.382980,25.000000,-0.039168,-0.039168,0.015107,IDM,Mainline
5.200000,-723.756446,,24.379209,25.000000,-0.037711,-0.037711,0.014575,IDM,Mainline
5.300000,-721.318706,,24.375578,25.000000,-0.036305,-0.036305,0.014063,IDM,Mainline
5.400000,-718.881323,,24.372084,25.000000,-0.034948,-0.034948,0.013570,IDM,Mainline
5.500000,-716.444283,,24.368720,25.000000,-0.033638,-0.033638,0.013094,IDM,Mainline
5.600000,-714.007573,,24.365482,25.000000,-0.032375,-0.032375,0.012636,IDM,Mainline
5.700000,-711.571181,,24.362367,25.000000,-0.031155,-0.031155,0.012194,IDM,Mainline
5.800000,-709.135094,,24.359369,25.000000,-0.029978,-0.029978,0.011768,IDM,Mainline
5.900000,-706.699301,,24.356485,25.000000,-0.028843,-0.028843,0.011357,IDM,Mainline
6.000000,-704.263791,,24.353710,25.000000,-0.027747,-0.027747,0.010961,IDM,Mainline
6.100000,-701.828554,,24.351041,25.000000,-0.026689,-0.026689,0.010579,IDM,Mainline
6.200000,-699.393578,,24.348474,25.000000,-0.025668,-0.025668,0.010211,IDM,Mainline
6.300000,-696.958854,,24.346006,25.000000,-0.024682,-0.024682,0.009856,IDM,Mainline
6.400000,-694.524372,,24.343633,25.000000,-0.023731,-0.023731,0.009514,IDM,Mainline
6.500000,-692.090123,,24.341352,25.000000,-0.022812,-0.022812,0.009184,IDM,Mainline
6.600000,-689.656097,,24.339159,25.000000,-0.021926,-0.021926,0.008865,IDM,Mainline
6.700000,-687.222287,,24.337052,25.000000,-0.021070,-0.021070,0.008558,IDM,Mainline
6.800000,-684.788683,,24.335028,25.000000,-0.020244,-0.020244,0.008262,IDM,Mainline
6.900000,-682.355277,,24.333083,25.000000,-0.019446,-0.019446,0.007976,IDM,Mainline
7.000000,-679.922062,,24.331216,25.000000,-0.018676,-0.018676,0.007700,IDM,Mainline
7.100000,-677.489030,,24.329423,25.000000,-0.017933,-0.017933,0.007434,IDM,Mainline
7.200000,-675.056174,,24.327701,25.000000,-0.017215,-0.017215,0.007178,IDM,Mainline
7.300000,-672.623487,,24.326049,25.000000,-0.016522,-0.016522,0.006930,IDM,Mainline
7.400000,-670.190961,,24.324464,25.000000,-0.015853,-0.015853,0.006691,IDM,Mainline
7.500000,-667.758591,,24.322943,25.000000,-0.015207,-0.015207,0.006460,IDM,Mainline
7.600000,-665.326369,,24.321485,25.000000,-0.014583,-0.014583,0.006238,IDM,Mainline
7.700000,-662.894291,,24.320087,25.000000,-0.013981,-0.013981,0.006023,IDM,Mainline
7.800000,-660.462349,,24.318747,25.000000,-0.013399,-0.013399,0.005815,IDM,Mainline
7.900000,-658.030539,,24.317463,25.000000,-0.012838,-0.012838,0.005615,IDM,Mainline
8.000000,-655.598854,,24.316233,25.000000,-0.012295,-0.012295,0.005422,IDM,Mainline
8.100000,-653.167289,,24.315056,25.000000,-0.011772,-0.011772,0.005236,IDM,Mainline
8.200000,-650.735840,,24.313930,25.000000,-0.011266,-0.011266,0.005056,IDM,Mainline
8.300000,-648.304501,,24.312852,25.000000,-0.010778,-0.010778,0.004882,IDM,Mainline
8.400000,-645.873267,,24.311821,25.000000,-0.010307,-0.010307,0.004714,IDM,Mainline
8.500000,-643.442134,,24.310836,25.000000,-0.009851,-0.009851,0.004553,IDM,Mainline
